proportion	O
of	O
patients	I
with	O
systolic	I
HF	I
,	O
with	O
potentially	O
significant	I
cost	O
savings	O
and	O
risk	O
avoidance	O
.	O

Change	O
in	O
readmissions	I
and	O
follow-up	I
visits	O
as	O
part	O
of	O
a	O
heart	I
failure	I
readmission	I
quality	O
improvement	O
initiative	O
.	O

OBJECTIVES	O
:	O

The	O
study	O
objectives	O
were	O
to	O
quantify	O
the	O
change	O
in	O
7-day	O
follow-up	I
visits	O
and	O
30-day	O
readmissions	I
as	O
part	O
of	O
a	O
hospital	I
quality	O
improvement	O
initiative	O
and	O
to	O
characterize	O
events	O
at	O
7-day	O
follow-up	I
visits	O
.	O

Some	O
data	O
suggest	O
that	O
outpatient	I
assessments	O
of	O
patients	I
with	O
heart	I
failure	I
within	O
7	O
days	O
of	O
hospital	I
discharge	I
may	O
prevent	O
readmissions	I
,	O
although	O
little	O
is	O
known	O
about	O
patient	I
needs	O
at	O
7-day	O
follow-up	I
visits	O
.	O

METHODS	O
:	O

We	O
performed	O
a	O
single-center	O
,	O
retrospective	O
chart	O
review	O
of	O
all	O
heart	I
failure	I
discharges	I
at	O
the	O
University	O
of	O
Connecticut	O
Health	I
Center	O
(	O
398	O
patients	I
)	O
the	O
year	O
before	O
(	O
2008	O
)	O
and	O
the	O
year	O
after	O
(	O
2011	O
)	O
a	O
quality	O
improvement	O
initiative	O
that	O
included	O
mandatory	O
7-day	O
follow-up	I
visits	O
.	O

We	O
quantified	O
the	O
change	O
in	O
30-day	O
readmission	I
rate	O
after	O
the	O
initiative	O
,	O
frequency	O
of	O
7-day	O
follow-up	I
visits	O
,	O
and	O
events	O
at	O
follow-up	I
visits	O
.	O

RESULTS	O
:	O

The	O
average	O
age	O
of	O
patients	I
with	O
heart	I
failure	I
was	O
79.9	O
years	O
in	O
2011	O
,	O
with	O
45.9	O
%	O
having	O
systolic	I
heart	I
failure	I
.	O

Thirty-day	O
all-cause	I
readmissions	I
decreased	O
from	O
27.5	O
%	O
to	O
19.1	O
%	O
after	O
our	O
quality	O
improvement	O
initiative	O
(	O
P	I
=	O
.024	O
)	O
.	O

Frequency	O
of	O
7-day	O
follow-up	I
visits	O
increased	O
from	O
19.6	O
%	O
to	O
46.9	O
%	O
(	O
P	I
<	O
.01	O
)	O
.	O

Eighty-one	O
percent	O
of	O
7-day	O
visits	O
occurred	O
in	O
the	O
University	O
of	O
Connecticut	O
Heart	I
Failure	I
Center	O
with	O
a	O
cardiologist	O
or	O
heart	I
failure	I
nurse	I
practitioner	I
.	O

Fifty-one	O
percent	O
of	O
patients	I
had	O
blood	I
work	O
drawn	O
,	O
and	O
26	O
%	O
had	O
a	O
medication	I
dose	O
changed	O
.	O

Only	O
13	O
%	O
of	O
patients	I
had	O
no	O
discrepancy	O
between	O
the	O
discharge	I
and	O
follow-up	I
medication	I
lists	O
.	O

CONCLUSIONS	O
:	O

Our	O
hospital	I
's	O
30-day	O
readmission	I
rate	O
for	O
patients	I
with	O
heart	I
failure	I
decreased	O
in	O
parallel	O
with	O
an	O
increase	O
in	O
7-day	O
follow-up	I
visits	O
.	O

Patients	I
with	O
heart	I
failure	I
were	O
complex	O
and	O
often	O
had	O
diagnostic	I
testing	O
and	O
medication	I
changes	O
at	O
follow-up	I
visits	O
.	O

Mitral	I
stenosis	I
reversed	O
by	O
medical	I
treatment	I
for	O
heart	I
failure	I
.	O

It	O
is	O
reported	O
that	O
functional	I
mitral	I
stenosis	I
frequently	O
develops	O
after	O
ring	I
annuloplasty	I
for	O
ischemic	I
mitral	I
regurgitation	I
.	O

The	O
mechanism	O
is	O
a	O
combination	O
of	O
annular	O
size	O
reduction	O
by	O
surgery	I
and	O
diastolic	I
mitral	I
valve	I
tethering	I
,	O
restricting	O
the	O
anterior	I
leaflet	I
opening	O
due	O
to	O
posteriorly	O
displaced	O
papillary	I
muscles	I
with	O
left	I
ventricular	I
dilatation	I
.	O

We	O
report	O
the	O
case	O
of	O
a	O
57-year-old	O
man	O
who	O
had	O
a	O
history	O
of	O
successful	O
mitral	I
valve	I
plasty	I
for	O
degenerative	I
mitral	I
regurgitation	I
.	O

Four	O
years	O
later	O
he	O
developed	O
heart	I
failure	I
,	O
severe	O
hypertension	I
,	O
mild	O
mitral	I
regurgitation	I
,	O
and	O
significant	I
mitral	I
stenosis	I
,	O
which	O
were	O
reversed	O
by	O
aggressive	O
medical	I
treatment	I
for	O
heart	I
failure	I
.	O

Functional	I
mitral	I
stenosis	I
(	O
MS	I
)	O
frequently	O
develops	O
after	O
ring	I
annuloplasty	I
for	O
ischemic	I
mitral	I
regurgitation	I
(	O
MR	I
)	O
.	O

The	O
mechanism	O
is	O
a	O
combination	O
of	O
annular	O
size	O
reduction	O
by	O
surgery	I
and	O
diastolic	I
mitral	I
valve	I
tethering	I
,	O
restricting	O
the	O
anterior	I
leaflet	I
opening	O
due	O
to	O
posteriorly	O
displaced	O
papillary	I
muscles	I
with	O
left	I
ventricular	I
(	O
LV	I
)	O
dilatation	I
.	O

Functional	I
MS	I
has	O
not	O
been	O
reported	O
in	O
patients	I
with	O
degenerative	I
MR	I
.	O

However	O
,	O
functional	I
MS	I
could	O
develop	O
even	O
in	O
patients	I
with	O
a	O
history	O
of	O
successful	O
valve	I
plasty	I
and	O
annular	O
size	O
reduction	O
for	O
degenerative	I
MR	I
if	O
the	O
LV	I
were	O
dilated	I
by	O
another	O
disease	I
.	O

In	O
addition	O
,	O
because	O
functional	I
MS	I
is	O
dynamic	O
and	O
proportional	O
to	O
LV	I
dilatation	I
,	O
treatment	O
for	O
heart	I
failure	I
(	O
HF	I
)	O
,	O
acting	O
to	O
reduce	O
the	O
LV	I
size	O
,	O
can	O
potentially	O
improve	O
such	O
functional	I
MS	I
.	O

A	O
52-year-old	O
man	O
had	O
HF	I
with	O
severe	O
MR	I
due	O
to	O
prolapse	I
of	O
a	O
degenerative	I
mitral	I
valve	I
in	O
2008	O
.	O

He	O
had	O
grade	I
4	I
/	I
6	I
holosystolic	I
murmur	I
and	O
a	O
third	I
heart	I
sound	I
in	O
the	O
apex	I
.	O

His	O
blood	I
pressure	I
was	O
120	O
/	O
70	O
mm	O
Hg	O
,	O
he	O
underwent	O
mitral	I
valve	I
plasty	I
for	O
degenerative	I
MR	I
,	O
he	O
had	O
P3	I
prolapse	I
with	O
2	O
chordal	I
ruptures	I
and	O
he	O
underwent	O
triangular	I
resection	I
,	O
edge-to-edge	I
anastomosis	I
,	O
and	O
ring	I
annuloplasty	I
with	O
a	O
Physio	O
Ring	O
30	O
(	O
Edwards	O
Lifesciences	O
,	O
Irvine	O
,	O
CA	O
)	O
of	O
just	O
size	O
.	O

After	O
the	O
surgery	I
,	O
HF	I
disappeared	O
and	O
postoperative	I
echocardiography	I
confirmed	O
a	O
normal	O
sized	O
LV	I
with	O
an	O
end-diastolic	I
volume	I
index	I
of	O
71	O
mL	O
/	O
m2	O
,	O
normal	O
LV	I
ejection	I
fraction	I
of	O
0.70	O
,	O
no	O
MR	I
and	O
preserved	O
mitral	I
valve	I
opening	I
with	O
a	O
mitral	I
valve	I
area	I
(	O
MVA	I
)	O
of	O
1.8	O
cm2	O
,	O
and	O
a	O
mean	O
pressure	O
gradient	O
of	O
4.4	O
mm	O
Hg	O
(	O
Fig	O
1A	O
)	O
.	O

The	O
MVA	I
was	O
obtained	O
by	O
a	O
continuity	I
equation	I
(	O
LV	I
end-diastolic	I
volume	I
-	O
LV	I
end-systolic	I
volume	I
=	O
mitral	I
filling	I
flow	I
volume	O
=	O
MVA	I
×	O
velocity	O
time	O
integral	O
of	O
mitral	I
filling	I
flow	I
by	O
continuous	I
wave	I
Doppler	I
echocardiography	I
)	O
,	O
which	O
can	O
be	O
utilized	O
even	O
in	O
the	O
presence	O
of	O
MR	I
.	O

His	O
mitral	I
valve	I
plasty	I
was	O
successfully	O
performed	O
without	O
major	O
concerns	O
.	O

He	O
developed	O
HF	I
again	O
4	O
years	O
later	O
.	O

This	O
time	O
,	O
he	O
had	O
severe	O
hypertension	I
of	O
191	O
/	O
104	O
mm	O
Hg	O
,	O
diabetes	I
mellitus	I
,	O
and	O
grade	O
2	O
to	O
3	O
/	O
6	O
systolic	I
as	O
well	O
as	O
diastolic	I
murmurs	I
were	O
audible	O
at	O
the	O
apex	I
.	O

Echocardiography	I
demonstrated	O
moderately	O
dilated	I
LV	I
with	O
an	O
end-diastolic	I
volume	I
index	I
of	O
84	O
mL	O
/	O
m2	O
,	O
reduced	O
LV	I
ejection	I
fraction	I
of	O
0.40	O
,	O
mild	O
MR	I
,	O
and	O
limited	O
mitral	I
valve	I
opening	I
,	O
resulting	O
in	O
a	O
significant	I
MS	I
with	O
an	O
MVA	I
of	O
1.2	O
cm2	O
and	O
a	O
mean	O
pressure	O
gradient	O
of	O
8.4	O
mm	O
Hg	O
(	O
Fig	O
1B	O
)	O
.	O

Coronary	I
angiography	I
revealed	O
no	O
significant	I
lesions	I
in	O
the	O
major	O
branches	O
.	O

The	O
patient	I
was	O
diagnosed	I
as	O
hypertensive	I
LV	I
dysfunction	I
with	O
mild	O
MR	I
and	O
significant	I
MS	I
.	O

Both	O
systolic	I
and	O
diastolic	I
mitral	I
leaflet	I
motions	I
were	O
restricted	O
without	O
any	O
clear	O
organic	I
lesion	I
.	O

The	O
etiology	I
of	O
the	O
MR	I
and	O
MS	I
was	O
diagnosed	I
as	O
functional	O
.	O

As	O
significant	I
MS	I
was	O
associated	O
with	O
HF	I
,	O
surgical	I
indication	O
for	O
MS	I
was	O
discussed	O
.	O

The	O
possibility	O
of	O
MS	I
to	O
improve	O
after	O
medical	I
treatment	I
for	O
HF	I
was	O
considered	O
because	O
functional	I
MS	I
is	O
highly	O
dynamic	O
and	O
can	O
potentially	O
respond	O
to	O
medical	I
treatment	I
.	O

Consequently	O
,	O
surgery	I
was	O
not	O
performed	O
and	O
aggressive	O
medical	I
treatment	I
for	O
HF	I
and	O
hypertension	I
with	O
vasodilators	I
and	O
diuretics	I
was	O
started	O
.	O

His	O
HF	I
symptom	I
as	O
well	O
as	O
cardiac	I
murmurs	I
disappeared	O
with	O
a	O
reduction	O
in	O
blood	I
pressure	I
to	O
140	O
/	O
80	O
mm	O
Hg	O
.	O

Repeated	O
echocardiography	I
4	O
months	O
later	O
demonstrated	O
a	O
reduction	O
in	O
LV	I
end-diastolic	I
volume	I
of	O
66	O
mL	O
/	O
m2	O
,	O
disappearance	O
of	O
MR	I
,	O
improvement	O
of	O
the	O
mitral	I
valve	I
opening	I
to	O
an	O
MVA	I
of	O
1.7	O
cm2	O
,	O
and	O
a	O
mean	O
pressure	O
gradient	O
of	O
4.6	O
mm	O
Hg	O
(	O
Fig	O
1	O
C	O
)	O
.	O

In	O
this	O
patient	I
there	O
was	O
no	O
MS	I
before	O
the	O
surgery	I
by	O
echocardiography	I
.	O

Direct	O
observation	O
at	O
the	O
time	O
of	O
surgery	I
also	O
confirmed	O
no	O
findings	O
of	O
rheumatic	I
or	O
other	O
causes	O
of	O
MS	I
.	O

After	O
the	O
surgery	I
,	O
MVA	I
was	O
reduced	O
but	O
only	O
modestly	O
.	O

Possible	O
reasons	O
for	O
the	O
modest	O
reduction	O
in	O
MVA	I
could	O
be	O
annular	O
size	O
reduction	O
by	O
the	O
surgical	I
ring	O
implantation	I
and	O
mild	O
restriction	O
of	O
leaflet	I
motion	O
by	O
the	O
leaflet	I
resection	O
and	O
edge-to-edge	I
anastomosis	I
.	O

However	O
,	O
the	O
degree	O
of	O
MS	I
early	O
after	O
surgery	I
was	O
not	O
significant	I
,	O
with	O
an	O
MVA	I
of	O
1.8	O
cm2	O
.	O

Mitral	I
regurgitation	I
as	O
well	O
as	O
HF	I
symptoms	I
disappeared	O
after	O
the	O
surgery	I
.	O

Therefore	O
,	O
the	O
surgery	I
was	O
successful	O
.	O

However	O
,	O
this	O
patient	I
developed	O
HF	I
4	O
years	O
later	O
.	O

At	O
this	O
time	O
,	O
he	O
had	O
severe	O
hypertension	I
,	O
moderate	O
LV	I
dilatation	I
,	O
LV	I
dysfunction	I
,	O
mild	O
MR	I
,	O
and	O
significant	I
MS	I
.	O

As	O
the	O
mitral	I
valve	I
demonstrated	O
restricted	O
closure	O
and	O
opening	O
without	O
any	O
clear	O
organic	I
lesion	I
,	O
being	O
consistent	O
with	O
systolic	I
and	O
diastolic	I
tethering	I
,	O
a	O
functional	O
etiology	I
of	O
MR	I
and	O
MS	I
was	O
considered	O
.	O

There	O
have	O
been	O
reports	O
demonstrating	O
development	O
of	O
functional	I
MS	I
following	O
ring	I
annuloplasty	I
for	O
ischemic	I
MR	I
with	O
LV	I
dilatation	I
.	O

This	O
patient	I
showed	O
that	O
functional	I
MS	I
could	O
develop	O
even	O
in	O
a	O
patient	I
with	O
successful	O
valve	I
plasty	I
for	O
degenerative	I
MR	I
,	O
if	O
the	O
LV	I
is	O
dilated	I
by	O
another	O
disease	I
.	O

Because	O
functional	I
MS	I
is	O
dynamic	O
and	O
proportional	O
to	O
LV	I
dilatation	I
,	O
the	O
degree	O
of	O
functional	I
MS	I
can	O
potentially	O
vary	O
considerably	O
.	O

At	O
the	O
time	O
of	O
second	O
HF	I
4	O
years	O
after	O
valve	I
plasty	I
,	O
MS	I
was	O
significant	I
with	O
an	O
MVA	I
of	O
1.2	O
cm2	O
.	O

According	O
to	O
the	O
guideline	O
,	O
the	O
MS	I
at	O
that	O
time	O
could	O
be	O
considered	O
indicative	O
for	O
surgery	I
.	O

After	O
aggressive	O
medical	I
treatment	I
for	O
HF	I
,	O
the	O
HF	I
symptom	I
disappeared	O
and	O
the	O
MS	I
was	O
reversed	O
to	O
an	O
MVA	I
of	O
1.7	O
cm2	O
.	O

At	O
this	O
point	O
,	O
insignificant	O
MS	I
can	O
be	O
considered	O
as	O
not	O
indicative	O
for	O
surgery	I
.	O

Therefore	O
,	O
the	O
surgical	I
indications	O
need	O
to	O
be	O
carefully	O
evaluated	O
in	O
patients	I
with	O
functional	I
MS	I
.	O

In	O
addition	O
to	O
the	O
leaflet	I
configurations	O
,	O
the	O
serial	O
evaluation	O
strongly	O
suggested	O
that	O
the	O
MS	I
in	O
this	O
patient	I
was	O
subvalvular	I
and	O
therefore	O
dynamic	O
,	O
as	O
opposed	O
to	O
annular	I
MS	I
with	O
a	O
fixed	O
ring	O
size	O
.	O

This	O
case	O
report	O
demonstrates	O
that	O
functional	I
MS	I
could	O
develop	O
even	O
in	O
a	O
patient	I
with	O
a	O
history	O
of	O
successful	O
valve	I
plasty	I
for	O
degenerative	I
MR	I
,	O
if	O
the	O
LV	I
is	O
dilated	I
by	O
another	O
disease	I
.	O

Functional	I
MS	I
can	O
potentially	O
be	O
reversed	O
by	O
medical	I
treatment	I
and	O
thus	O
requires	O
careful	O
evaluation	O
of	O
the	O
surgical	I
indications	O
.	O

Myocardial	I
loss	O
of	O
IRS1	I
and	O
IRS2	I
causes	O
heart	I
failure	I
and	O
is	O
controlled	O
by	O
p38alpha	I
MAPK	I
during	O
insulin	I
resistance	I
.	O

Cardiac	I
failure	I
is	O
a	O
major	O
cause	O
of	O
death	I
in	O
patients	I
with	O
type	I
2	I
diabetes	I
,	O
but	O
the	O
molecular	O
mechanism	O
that	O
links	O
diabetes	I
to	O
heart	I
failure	I
remains	O
unclear	O
.	O

Insulin	I
resistance	I
is	O
a	O
hallmark	O
of	O
type	I
2	I
diabetes	I
,	O
and	O
insulin	I
receptor	I
substrates	I
1	I
and	O
2	I
(	O
IRS1	I
and	O
IRS2	I
)	O
are	O
the	O
major	O
insulin-signaling	I
components	O
regulating	O
cellular	I
metabolism	I
and	O
survival	O
.	O

To	O
determine	O
the	O
role	O
of	O
IRS1	I
and	O
IRS2	I
in	O
the	O
heart	I
and	O
examine	O
whether	O
hyperinsulinemia	I
causes	O
myocardial	I
insulin	I
resistance	I
and	O
cellular	I
dysfunction	I
via	O
IRS1	I
and	O
IRS2	I
,	O
we	O
generated	O
heart-specific	I
IRS1	I
and	I
IRS2	I
gene	I
double-knockout	I
(	O
H-DKO	I
)	O
mice	O
and	O
liver-specific	I
IRS1	I
and	I
IRS2	I
double-knockout	I
(	O
L-DKO	I
)	O
mice	O
.	O

H-DKO	I
mice	O
had	O
reduced	O
ventricular	I
mass	I
;	O
developed	O
cardiac	I
apoptosis	I
,	O
fibrosis	I
,	O
and	O
failure	I
;	O
and	O
showed	O
diminished	O
Akt→forkhead	I
box	I
class	I
O-1	I
signaling	I
that	O
was	O
accompanied	O
by	O
impaired	O
cardiac	I
metabolic	I
gene	I
expression	I
and	O
reduced	O
ATP	I
content	O
.	O

L-DKO	I
mice	O
had	O
decreased	O
cardiac	I
IRS1	I
and	O
IRS2	I
proteins	I
and	O
exhibited	O
features	O
of	O
heart	I
failure	I
,	O
with	O
impaired	O
cardiac	I
energy	I
metabolism	I
gene	I
expression	I
and	O
activation	O
of	O
p38α	I
mitogen-activated	I
protein	I
kinase	I
(	O
p38	I
)	O
.	O

Using	O
neonatal	O
rat	O
ventricular	I
cardiomyocytes	I
,	O
we	O
further	O
found	O
that	O
chronic	I
insulin	I
exposure	O
reduced	O
IRS1	I
and	O
IRS2	I
proteins	I
and	O
prevented	O
insulin	I
action	O
through	O
activation	O
of	O
p38	I
,	O
revealing	O
a	O
fundamental	O
mechanism	O
of	O
cardiac	I
dysfunction	I
during	O
insulin	I
resistance	I
and	O
type	I
2	I
diabetes	I
.	O

The	O
high-risk	O
patient	I
with	O
heart	I
failure	I
with	I
reduced	I
ejection	I
fraction	I
:	O
treatment	O
options	O
and	O
challenges	O
.	O

An	O
estimated	O
5.1	O
million	O
Americans	O
aged	O
20	O
years	O
and	O
older	O
have	O
heart	I
failure	I
.	O
(	O

1	O
)	O
With	O
therapies	I
ranging	O
from	O
medication	I
and	O
physical	I
therapy	I
to	O
implantable	I
defibrillators	I
and	O
circulatory	I
support	I
,	O
and	O
possibly	O
transplantation	I
,	O
accurate	O
risk	I
stratification	I
of	O
patient	I
with	O
heart	I
failure	I
and	O
delivery	O
of	O
therapies	I
appropriate	O
to	O
the	O
level	O
of	O
their	O
disease	I
severity	O
is	O
becoming	O
increasingly	O
important	O
.	O

Determination	O
of	O
risk	O
and	O
associated	O
treatment	O
strategies	O
is	O
the	O
subject	O
of	O
this	O
brief	O
review	O
.	O

Right	I
atrial	I
myxoma	I
complicated	O
by	O
pulmonary	I
embolism	I
and	O
revealed	O
by	O
right	I
heart	I
failure	I
.	O

Myxomas	I
are	O
the	O
most	O
common	O
type	O
of	O
cardiac	I
benign	I
tumors	I
and	O
most	O
of	O
them	O
are	O
located	O
in	O
the	O
left	I
atrium	I
,	O
followed	O
by	O
the	O
right	I
atrium	I
.	O

Myxomas	I
in	O
the	O
right	I
atrium	I
may	O
rarely	O
embolize	I
to	O
the	O
pulmonary	I
arterial	I
vasculature	I
.	O

Here	O
,	O
we	O
present	O
a	O
case	O
report	O
of	O
a	O
patient	I
with	O
right	I
atrial	I
myxoma	I
and	O
massive	I
embolism	I
to	O
the	O
pulmonary	I
arteries	I
treated	O
surgically	I
with	O
right	I
atrial	I
mass	O
removal	O
and	O
pulmonary	I
embolectomy	I
.	O

The	O
right	I
atrium	I
mass	O
presented	O
with	O
prolapse	I
through	O
the	O
tricuspid	I
valve	I
causing	O
a	O
stenotic	I
physiology	I
.	O

The	O
left	I
pulmonary	I
artery	I
was	O
completed	O
occluded	O
and	O
the	O
right	I
pulmonary	I
artery	I
was	O
partially	O
obstructed	O
.	O

Surgical	I
tactics	O
included	O
a	O
brief	O
hypothermic	I
circulatory	I
arrest	I
.	O

The	O
patient	I
had	O
an	O
uneventful	O
recovery	O
and	O
was	O
asymptomatic	I
after	O
6	O
months	O
of	O
follow-up	I
.	O

Practice-level	O
variation	O
in	O
use	O
of	O
recommended	O
medications	I
among	O
outpatients	I
with	O
heart	I
failure	I
:	O
Insights	O
from	O
the	O
NCDR	O
PINNACLE	O
program	O
.	O

BACKGROUND	O
:	O

The	O
objective	O
of	O
this	O
study	O
is	O
to	O
examine	O
practice-level	O
variation	O
in	O
rates	O
of	O
guideline-recommended	O
treatment	O
for	O
outpatients	I
with	O
heart	I
failure	I
and	I
reduced	I
ejection	I
fraction	I
,	O
and	O
to	O
examine	O
the	O
association	O
between	O
treatment	O
variation	O
and	O
practice	O
site	O
,	O
independent	O
of	O
patient	I
factors	O
.	O

METHODS	O
AND	O
RESULTS	O
:	O

Cardiology	I
practices	O
participating	O
in	O
the	O
National	O
Cardiovascular	I
Disease	I
Registry	O
Practice	O
Innovation	O
and	O
Clinical	I
Excellence	O
registry	O
from	O
July	O
2008	O
to	O
December	O
2010	O
were	O
evaluated	O
.	O

Practice	O
rates	O
of	O
treatment	O
with	O
angiotensin-converting	I
enzyme	I
inhibitors	I
/	O
angiotensin	I
receptor	I
blockers	I
and	O
β-blockers	I
and	O
an	O
optimal	O
combined	O
treatment	O
measure	O
were	O
determined	O
for	O
patients	I
with	O
heart	I
failure	I
and	I
reduced	I
ejection	I
fraction	I
and	O
no	O
documented	O
contraindications	O
.	O

Multivariable	O
hierarchical	O
regression	I
models	I
were	O
adjusted	O
for	O
demographics	O
,	O
insurance	O
status	O
,	O
and	O
comorbidities	I
.	O

A	O
median	O
rate	I
ratio	I
was	O
calculated	O
for	O
each	O
therapy	I
,	O
which	O
describes	O
the	O
likelihood	O
that	O
the	O
treatment	O
of	O
a	O
patient	I
with	O
given	O
comorbidities	I
would	O
differ	O
at	O
2	O
randomly	O
selected	O
practices	O
.	O

We	O
identified	O
12	O
556	O
patients	I
from	O
45	O
practices	O
.	O

The	O
unadjusted	O
practice-level	O
prescription	I
rates	O
ranged	O
from	O
44	O
%	O
to	O
100	O
%	O
for	O
angiotensin-converting	I
enzyme	I
inhibitors	I
/	O
angiotensin	I
receptor	I
blockers	I
(	O
median	O
,	O
85	O
%	O
;	O
interquartile	I
range	I
,	O
75%-89	O
%	O
)	O
,	O
from	O
49	O
%	O
to	O
100	O
%	O
for	O
β-blockers	I
(	O
median	O
,	O
92	O
%	O
;	O
interquartile	I
range	I
,	O
83%-95	O
%	O
)	O
,	O
and	O
from	O
37	O
%	O
to	O
100	O
%	O
for	O
optimal	O
combined	O
treatment	O
(	O
median	O
,	O
79	O
%	O
;	O
interquartile	I
range	I
,	O
66%-85	O
%	O
)	O
.	O

The	O
adjusted	O
median	O
rate	I
ratio	I
was	O
1.11	O
(	O
95	O
%	O
confidence	I
interval	I
,	O
1.08	O
-	O
1.18	O
)	O
for	O
angiotensin-converting	I
enzyme	I
inhibitors	I
/	O
angiotensin	I
receptor	I
blockers	I
therapy	I
,	O
1.08	O
(	O
95	O
%	O
confidence	I
interval	I
,	O
1.05	O
-	O
1.15	O
)	O
for	O
β-blockers	I
therapy	I
,	O
and	O
1.17	O
(	O
1.13	O
-	O
1.26	O
)	O
for	O
optimal	O
combined	O
treatment	O
.	O

CONCLUSIONS	O
:	O

Variation	O
in	O
the	O
use	O
of	O
guideline-recommended	O
medications	I
for	O
patients	I
with	O
heart	I
failure	I
and	I
reduced	I
ejection	I
fraction	I
exists	O
in	O
the	O
outpatient	I
setting	O
.	O

Addressing	O
practice-level	O
differences	O
may	O
be	O
an	O
important	O
component	O
of	O
improving	O
quality	O
of	O
care	O
for	O
patients	I
with	O
heart	I
failure	I
and	I
reduced	I
ejection	I
fraction	I
.	O

Experience	O
of	O
a	O
vasopressin	I
receptor	I
antagonist	I
,	O
tolvaptan	I
,	O
under	O
the	O
unique	O
indication	O
in	O
Japanese	O
heart	I
failure	I
patients	I
.	O

Tolvaptan	I
is	O
a	O
vasopressin	I
type	I
2	I
receptor	I
antagonist	I
.	O

Currently	O
,	O
tolvaptan	I
is	O
indicated	O
for	O
the	O
treatment	O
of	O
severe	O
hyponatremia	I
in	O
most	O
countries	O
,	O
including	O
the	O
United	O
States	O
,	O
but	O
in	O
Japan	O
the	O
indication	O
is	O
broader	O
;	O
it	O
can	O
be	O
used	O
in	O
congestive	I
heart	I
failure	I
patients	I
in	O
addition	O
to	O
standard	O
or	O
optimal	O
diuretic	I
therapy	I
,	O
regardless	O
of	O
their	O
serum	I
sodium	I
levels	O
or	O
systolic	I
function	I
.	O

Our	O
review	O
of	O
this	O
newly	O
introduced	O
drug	I
is	O
based	O
on	O
our	O
experience	O
in	O
Japan	O
.	O

Heart	I
failure	I
in	O
the	O
young	O
.	O

Heart	I
failure	I
is	O
an	O
enormous	O
clinical	I
burden	O
in	O
adult	O
medicine	I
,	O
largely	O
because	O
of	O
the	O
prevalence	I
of	O
atheromatous	O
coronary	I
disease	I
.	O

In	O
children	O
,	O
where	O
coronary	I
disease	I
is	O
not	O
the	O
leading	O
cause	O
of	O
heart	I
failure	I
,	O
it	O
is	O
less	O
common	O
.	O

It	O
is	O
,	O
however	O
,	O
an	O
important	O
disease	I
,	O
accounting	O
for	O
10	O
%	O
of	O
paediatric	O
cardiac	I
transplants	I
in	O
children	O
.	O

Cardiac	I
symptoms	I
in	O
children	O
are	O
usually	O
the	O
result	O
of	O
congenital	I
lesions	I
.	O

Most	O
of	O
these	O
lesions	I
,	O
such	O
as	O
septal	I
defects	O
,	O
are	O
amenable	O
to	O
surgical	I
intervention	O
.	O

It	O
is	O
not	O
appropriate	O
to	O
expand	O
on	O
the	O
management	O
of	O
congenital	I
heart	I
lesions	I
in	O
this	O
review	O
.	O

There	O
is	O
a	O
small	O
subgroup	O
of	O
children	O
that	O
have	O
diastolic	I
failure	I
from	O
cardiomyopathic	I
restriction	O
to	O
flow	O
.	O

The	O
remaining	O
patients	I
,	O
which	O
will	O
be	O
focused	O
on	O
below	O
,	O
have	O
heart	I
failure	I
that	O
is	O
principally	O
related	O
to	O
poor	O
myocardial	I
function	I
and	O
largely	O
comprise	O
those	O
children	O
with	O
dilated	I
poorly	O
contracting	I
ventricles	I
,	O
which	O
can	O
be	O
related	O
to	O
specific	O
aetiologies	I
in	O
some	O
cases	O
.	O

Particular	O
topics	O
of	O
debate	O
in	O
paediatric	O
heart	I
failure	I
concern	O
:	O

the	O
diagnosis	I
and	O
management	O
of	O
myocarditis	I
versus	O
dilated	I
cardiomyopathy	I

the	O
most	O
appropriate	O
investigations	O
for	O
new	O
onset	O
heart	I
failure	I

cellular	O
responses	O
to	O
heart	I
failure	I

the	O
increasing	O
population	O
of	O
anthracycline	I
treated	O
survivors	O
of	O
childhood	O
malignant	O
disease	I

treatment	O
strategies	O
.	O

Periodic	I
breathing	I
with	O
no	O
heart	I
beat	I
.	O

A	O
protocol	O
was	O
originally	O
designed	O
to	O
study	O
breathing	I
control	O
during	O
and	O
following	O
cardiac	I
arrest	I
in	O
humans	O
,	O
taking	O
advantage	O
of	O
the	O
period	O
of	O
pulseless	I
ventricular	I
fibrillation	I
(	O
PVF	I
)	O
produced	O
while	O
testing	O
a	O
newly	O
implanted	I
cardioverter-defibrillator	I
device	I
.	O

A	O
patient	I
aged	O
in	O
his	O
60s	O
with	O
New	I
York	I
Heart	I
Association	I
class	I
III	I
heart	I
failure	I
(	O
HF	I
)	O
(	O
left	I
ventricular	I
ejection	I
fraction	I
of	O
25	O
%	O
)	O
who	O
was	O
originally	O
part	O
of	O
this	O
study	O
displayed	O
permanent	O
periodic	I
breathing	I
(	O
PB	I
)	O
and	O
was	O
then	O
excluded	O
from	O
the	O
final	O
data	O
analysis	O
;	O
his	O
response	O
is	O
presented	O
in	O
this	O
report	O
.	O

The	O
8	O
-	O
to	O
9-s	O
PVF	I
was	O
incidentally	O
produced	O
during	O
the	O
ascending	O
phase	O
of	O
a	O
